id,ibpu_percentage,ibpa_percentage,tdc_percentage
3144,59.25,59.25,23.14
3145,58.02,50.61,23.14
3146,54.32,58.64,26.15
3147,60.49,62.96,17.36
3148,65.43,59.25,44.67
3149,61.72,58.64,20.25
3150,50.61,44.44,8.68
3151,55.55,54.32,11.57
3152,59.25,48.14,32.98
3153,65.43,59.25,14.46
3154,60.49,57.4,19.44
3155,56.79,60.49,8.68
3156,71.6,60.49,20.25
3157,55.55,58.02,28.93
3158,49.38,56.17,17.36
3159,58.02,54.32,16.43
3160,65.43,58.64,22.33
3161,75.3,56.79,23.26
3162,70.37,58.02,28.12
3163,43.2,50.61,13.54
3164,58.02,56.17,23.26
3165,70.37,62.34,17.36
3166,59.25,56.79,14.46
3167,62.96,53.08,26.15
3168,49.38,52.46,40.74
3169,70.37,54.93,8.68
3170,56.79,55.55,38.77
3171,56.79,59.87,2.89
3172,54.32,54.93,9.72
3173,49.38,59.25,10.64
3174,65.43,56.17,22.22
3175,49.38,48.76,13.54
3176,65.43,61.11,20.25
3177,51.85,54.93,33.79
3178,53.08,56.17,17.36
3179,55.55,54.93,39.0
3180,51.85,52.46,11.57
3181,48.14,53.7,14.46
3182,65.43,59.87,20.25
3183,58.02,53.08,25.11
3184,58.02,58.02,16.43
3185,69.13,55.55,11.57
3186,54.32,54.93,39.93
3187,60.49,52.46,14.46
3188,67.9,58.64,11.57
3189,58.02,58.02,20.25
3190,50.61,48.76,25.23
3191,65.43,54.93,17.47
3192,80.24,72.83,32.98
3193,66.66,56.79,14.46
3194,54.32,61.72,27.08
3195,62.96,56.79,20.25
3196,44.44,45.67,16.43
3197,62.96,66.66,13.54
3198,45.67,51.23,23.26
3199,48.14,50.61,19.32
3200,48.14,56.79,11.57
3201,60.49,53.7,22.22
3202,58.02,60.49,28.12
3203,54.32,59.25,20.25
3204,48.14,46.29,23.14
3205,65.43,62.34,8.68
3206,60.49,56.17,8.68
3207,60.49,56.79,20.25
3208,50.61,53.7,11.57
3209,46.91,56.17,23.26
3210,51.85,53.7,45.6
3211,66.66,59.25,22.22
3212,58.02,55.55,11.57
3213,58.02,48.76,22.22
3214,49.38,50.61,13.54
3215,59.25,51.23,22.33
3216,56.79,59.87,14.46
3217,66.66,58.64,34.02
3218,67.9,63.58,20.25
3219,50.61,53.7,29.05
3220,59.25,57.4,23.26
3221,60.49,53.7,38.88
3222,65.43,58.64,8.68
3223,60.49,52.46,11.57
3224,65.43,63.58,11.57
3225,53.08,53.08,16.43
3226,62.96,52.46,11.57
3227,59.25,61.11,11.57
3228,54.32,52.46,17.36
3229,61.72,55.55,13.54
3230,55.55,54.93,23.14
3231,60.49,53.7,14.46
3232,59.25,53.7,17.36
3233,58.02,57.4,26.15
3234,55.55,61.72,20.25
3235,55.55,57.4,20.25
3236,50.61,49.38,19.32
3237,60.49,54.93,43.63
3238,67.9,64.81,17.36
3239,50.61,44.44,11.57
3240,60.49,62.96,20.25
3241,56.79,53.7,17.36
3242,56.79,55.55,20.25
3243,54.32,51.23,25.11
3244,60.49,59.87,25.11
3245,53.08,57.4,14.46
3246,70.37,59.87,20.25
3247,59.25,53.08,14.46
3248,49.38,52.46,11.57
3249,58.02,50.61,30.09
3250,51.85,51.23,20.25
3251,45.67,46.91,19.32
3252,70.37,63.58,14.46
3253,50.61,54.93,11.57
3254,50.61,49.38,11.57
3255,53.08,54.93,39.58
3256,51.85,52.46,26.04
3257,60.49,65.43,26.15
3258,53.08,56.79,8.68
3259,51.85,48.76,26.04
3260,53.08,55.55,40.74
3261,51.85,47.53,20.25
3262,46.91,46.91,20.25
3263,59.25,53.7,17.36
3264,72.83,58.64,20.37
3265,58.02,56.79,11.57
3266,55.55,51.85,8.68
3267,53.08,46.91,29.05
3268,50.61,41.35,33.91
3269,55.55,51.23,26.15
3270,55.55,55.55,7.75
3271,51.85,60.49,26.04
3272,53.08,51.85,14.46
3273,65.43,59.87,16.43
3274,67.9,45.06,35.87
3275,58.02,53.7,22.33
3276,59.25,59.25,20.25
3277,65.43,64.19,28.12
3278,54.32,56.17,14.46
3279,62.96,65.43,24.18
3280,50.61,56.79,20.37
3281,53.08,58.64,8.68
3282,46.91,51.23,43.63
3283,67.9,52.46,17.36
3284,54.32,53.08,5.78
3285,59.25,58.64,31.01
3286,60.49,61.72,10.64
3287,60.49,62.96,17.36
3288,67.9,63.58,20.25
3289,60.49,55.55,17.36
3290,53.08,56.79,11.57
3291,62.96,47.53,14.46
3292,58.02,57.4,20.25
3293,70.37,61.11,17.36
3294,60.49,53.7,17.36
3295,55.55,62.34,8.68
3296,48.14,56.17,20.25
3297,51.85,56.17,22.33
3298,64.19,48.76,14.46
3299,49.38,51.85,19.44
3300,72.83,54.93,14.46
3301,53.08,56.79,30.09
3302,61.72,50.61,11.57
3303,56.79,54.32,17.36
3304,49.38,46.91,11.57
3305,53.08,56.17,20.25
3306,60.49,57.4,23.26
3307,45.67,50.0,20.25
3308,55.55,58.02,20.25
3309,65.43,45.67,19.32
3310,55.55,51.85,33.79
3311,44.44,48.76,20.25
3312,59.25,54.32,25.11
3313,50.61,46.91,34.83
3314,61.72,64.19,26.04
3315,60.49,57.4,31.01
3316,48.14,56.79,23.26
3317,60.49,62.96,14.46
3318,55.55,59.25,11.57
3319,60.49,52.46,33.79
3320,58.02,51.85,8.68
3321,50.61,50.61,31.94
3322,56.79,45.67,11.57
3323,54.32,56.79,22.22
3324,59.25,57.4,36.92
3325,58.02,56.79,22.22
3326,62.96,53.08,26.15
3327,62.96,50.61,25.23
3328,70.37,62.34,14.46
3329,51.85,54.32,8.68
3330,65.43,59.87,31.94
3331,62.96,57.4,8.68
3332,64.19,58.02,5.78
3333,50.61,55.55,35.99
3334,70.37,58.64,26.15
3335,53.08,48.76,20.25
3336,70.37,58.02,10.64
3337,49.38,45.67,19.32
3338,48.14,48.76,8.68
3339,53.08,49.38,8.68
3340,56.79,53.7,11.57
3341,60.49,56.79,30.9
3342,44.44,43.2,10.64
3343,55.55,52.46,30.09
3344,65.43,56.79,8.68
3345,50.61,52.46,22.22
3346,80.24,66.66,14.46
3347,53.08,50.0,20.25
3348,56.79,52.46,28.12
3349,75.3,51.85,13.54
3350,43.2,51.85,11.57
3351,53.08,49.38,17.36
3352,55.55,54.93,51.5
3353,44.44,56.17,5.78
3354,67.9,58.64,43.51
3355,58.02,50.0,8.68
3356,55.55,57.4,23.14
3357,58.02,58.02,8.68
3358,62.96,54.93,25.11
3359,72.83,64.81,29.05
3360,66.66,60.49,11.57
3361,72.83,63.58,28.12
3362,56.79,59.87,8.68
3363,75.3,56.79,17.36
3364,77.77,62.96,17.36
3365,56.79,54.32,14.46
3366,59.25,51.23,26.15
3367,59.25,48.14,62.15
3368,53.08,55.55,14.46
3369,60.49,64.19,20.25
3370,56.79,56.79,28.93
3371,62.96,62.96,28.12
3372,64.19,50.61,26.15
3373,44.44,45.06,42.59
3374,62.96,61.11,39.81
3375,77.77,66.04,20.25
3376,60.49,49.38,14.46
3377,59.25,55.55,25.11
3378,54.32,56.17,14.46
3379,48.14,46.29,14.46
3380,54.32,47.53,20.25
3381,44.44,46.91,5.78
3382,56.79,64.81,23.14
3383,66.66,59.25,20.25
3384,58.02,50.0,23.26
3385,55.55,54.32,23.26
3386,41.97,54.32,22.22
3387,54.32,58.64,27.19
3388,58.02,55.55,11.57
3389,49.38,58.64,17.47
3390,65.43,50.61,31.01
3391,69.13,58.64,25.23
3392,64.19,61.11,17.47
3393,82.71,59.87,22.22
3394,58.02,52.46,28.0
3395,55.55,56.17,8.68
3396,69.13,62.34,19.32
3397,67.9,60.49,25.23
3398,55.55,58.64,50.57
3399,51.85,53.7,17.47
3400,58.02,59.87,16.43
3401,54.32,54.32,8.68
3402,50.61,49.38,5.78
3403,59.25,56.17,36.8
3404,45.67,43.2,28.93
3405,65.43,55.55,20.25
3406,50.61,53.08,8.68
3407,54.32,53.7,16.43
3408,46.91,55.55,31.01
3409,62.96,59.87,14.46
3410,56.79,51.85,25.11
3411,75.3,63.58,28.12
3412,69.13,56.79,17.36
3413,62.96,62.34,31.01
3414,56.79,55.55,11.57
3415,67.9,51.23,8.68
3416,58.02,61.72,16.43
3417,66.66,53.7,20.25
3418,51.85,53.08,34.95
3419,66.66,58.64,25.11
3420,56.79,56.17,19.44
3421,54.32,54.32,17.36
3422,76.54,59.87,20.25
3423,45.67,47.53,23.26
3424,62.96,58.64,8.68
3425,55.55,52.46,14.46
3426,75.3,60.49,27.08
3427,55.55,54.32,31.94
3428,65.43,61.72,20.25
3429,53.08,49.38,48.49
3430,53.08,48.76,13.54
3431,70.37,61.11,26.15
3432,56.79,56.79,28.12
3433,55.55,51.85,8.68
3434,60.49,64.81,8.68
3435,51.85,59.25,14.46
3436,55.55,53.7,11.57
3437,64.19,56.79,19.32
3438,49.38,51.85,30.9
3439,64.19,57.4,25.23
3440,49.38,53.08,10.64
3441,60.49,58.02,33.79
3442,50.61,58.64,11.57
3443,62.96,59.87,14.46
3444,58.02,53.08,17.36
3445,75.3,67.28,8.68
3446,40.74,48.76,14.46
3447,56.79,55.55,23.26
3448,59.25,63.58,14.46
3449,49.38,53.7,22.33
3450,60.49,62.96,8.68
3451,51.85,52.46,20.25
3452,56.79,53.08,20.37
3453,65.43,50.0,8.68
3454,66.66,56.17,25.23
3455,54.32,61.11,34.02
3456,50.61,51.23,11.57
3457,61.72,53.08,17.36
3458,61.72,53.7,14.46
3459,65.43,58.64,33.79
3460,49.38,53.08,17.36
3461,50.61,56.79,11.57
3462,44.44,51.85,17.36
3463,67.9,62.96,28.12
3464,50.61,53.08,19.44
3465,65.43,62.34,11.57
3466,54.32,48.76,34.83
3467,61.72,57.4,31.01
3468,62.96,56.17,25.11
3469,65.43,56.17,8.68
3470,58.02,55.55,11.57
3471,61.72,60.49,50.46
3472,65.43,62.34,8.68
3473,69.13,62.34,28.12
3474,54.32,58.64,5.78
3475,49.38,48.76,23.26
3476,58.02,56.17,31.94
3477,61.72,50.61,17.36
3478,54.32,55.55,14.46
3479,67.9,63.58,31.94
3480,67.9,57.4,26.15
3481,60.49,52.46,14.46
3482,59.25,53.7,33.91
3483,64.19,51.23,17.36
3484,55.55,57.4,17.36
3485,58.02,52.46,8.68
3486,62.96,64.81,23.14
3487,53.08,53.7,11.57
3488,62.96,53.7,14.46
3489,66.66,64.81,33.91
3490,72.83,54.93,41.55
3491,67.9,61.11,11.57
3492,65.43,51.23,26.04
3493,60.49,59.87,5.78
3494,53.08,54.93,20.37
3495,62.96,54.93,22.22
3496,70.37,62.34,20.25
3497,66.66,58.02,5.78
3498,60.49,66.66,2.89
3499,77.77,67.9,25.23
3500,70.37,62.34,26.15
3501,53.08,59.87,8.68
3502,45.67,50.61,11.57
3503,60.49,59.87,14.46
3504,58.02,56.17,20.25
3505,58.02,50.0,28.0
3506,51.85,51.23,25.11
3507,49.38,61.11,5.78
3508,50.61,51.85,33.91
3509,64.19,55.55,11.57
3510,70.37,60.49,28.12
3511,60.49,52.46,30.9
3512,46.91,43.82,23.14
3513,59.25,58.64,11.57
3514,53.08,53.08,11.57
3515,41.97,43.82,25.11
3516,62.96,51.85,8.68
3517,38.27,50.0,14.46
3518,54.32,52.46,46.52
3519,66.66,66.66,16.43
3520,61.72,57.4,8.68
3521,45.67,54.93,17.36
3522,50.61,58.64,14.46
3523,62.96,56.79,16.43
3524,51.85,53.08,34.02
3525,62.96,54.32,8.68
3526,50.61,53.08,17.36
3527,45.67,50.61,20.25
3528,67.9,53.7,14.46
3529,50.61,54.93,25.11
3530,58.02,48.14,12.61
3531,65.43,61.72,17.36
3532,48.14,49.38,17.36
3533,60.49,60.49,29.16
3534,50.61,60.49,30.09
3535,65.43,61.11,25.11
3536,67.9,65.43,14.46
3537,62.96,52.46,17.47
3538,49.38,46.29,39.69
3539,55.55,61.72,13.54
3540,60.49,52.46,11.57
3541,70.37,58.02,14.46
3542,62.96,62.96,17.36
3543,60.49,54.93,23.14
3544,58.02,51.85,8.68
3545,58.02,58.02,31.01
3546,75.3,69.13,14.46
3547,50.61,40.74,20.25
3548,53.08,61.11,8.68
3549,59.25,49.38,26.15
3550,50.61,51.85,22.22
3551,55.55,53.7,8.68
3552,55.55,54.93,21.41
3553,49.38,49.38,17.36
3554,56.79,60.49,5.78
3555,51.85,51.23,40.74
3556,51.85,47.53,20.25
3557,58.02,58.02,14.46
3558,62.96,57.4,17.36
3559,50.61,47.53,17.36
3560,58.02,53.7,19.32
3561,80.24,66.04,26.15
3562,60.49,54.32,14.46
3563,59.25,59.87,19.32
3564,65.43,55.55,17.36
3565,61.72,57.4,35.99
3566,41.97,51.85,44.67
3567,55.55,56.79,30.09
3568,70.37,63.58,25.23
3569,58.02,56.79,23.26
3570,60.49,54.93,28.0
3571,70.37,59.87,28.12
3572,56.79,55.55,23.14
3573,50.61,56.17,19.32
3574,44.44,45.06,29.05
3575,45.67,53.08,28.24
3576,60.49,64.19,31.01
3577,59.25,54.32,11.57
3578,55.55,56.17,32.98
3579,60.49,57.4,17.36
3580,43.2,50.0,34.83
3581,65.43,55.55,17.36
3582,59.25,58.64,8.68
3583,50.61,48.14,35.87
3584,55.55,55.55,8.68
3585,72.83,66.66,22.22
3586,69.13,62.96,28.12
3587,46.91,47.53,26.15
3588,56.79,54.93,20.25
3589,70.37,64.19,19.32
3590,60.49,54.32,14.46
3591,46.91,52.46,14.46
3592,59.25,58.02,28.93
3593,60.49,61.72,14.46
3594,55.55,59.25,37.84
3595,61.72,53.08,11.57
3596,46.91,56.79,41.66
3597,58.02,50.61,29.05
3598,59.25,54.93,22.22
3599,64.19,58.64,28.12
3600,64.19,58.02,36.8
3601,58.02,61.11,14.46
3602,60.49,59.87,19.32
3603,54.32,49.38,26.15
3604,58.02,53.7,25.23
3605,58.02,54.93,11.57
3606,60.49,58.02,26.04
3607,56.79,53.7,14.46
3608,59.25,58.64,30.9
3609,67.9,56.79,17.36
3610,56.79,55.55,8.68
3611,54.32,51.85,25.23
3612,65.43,66.04,14.46
3613,55.55,54.93,29.05
3614,54.32,52.46,19.32
3615,67.9,59.25,10.64
3616,67.9,53.7,14.46
3617,46.91,47.53,36.8
3618,49.38,50.0,19.32
3619,50.61,53.08,25.23
3620,62.96,61.11,20.25
3621,55.55,53.08,28.93
3622,61.72,63.58,23.26
3623,41.97,51.23,23.14
3624,53.08,56.17,29.05
3625,62.96,65.43,8.68
3626,51.85,50.0,8.68
3627,56.79,53.7,20.25
3628,67.9,57.4,17.36
3629,58.02,59.25,36.92
3630,55.55,58.64,17.36
3631,46.91,56.17,22.22
3632,65.43,62.34,13.54
3633,49.38,55.55,17.36
3634,50.61,50.61,11.57
3635,61.72,54.32,38.88
3636,56.79,54.32,20.25
3637,67.9,61.72,14.46
3638,71.6,59.25,19.32
3639,60.49,56.79,20.25
3640,53.08,56.79,17.36
3641,58.02,61.11,31.01
3642,62.96,52.46,17.36
3643,56.79,61.11,20.37
3644,61.72,59.25,17.36
3645,70.37,62.96,11.57
3646,65.43,62.96,11.57
3647,67.9,58.02,23.14
3648,51.85,50.61,25.23
3649,50.61,57.4,17.47
3650,53.08,56.79,28.0
3651,49.38,48.14,37.73
3652,65.43,62.96,14.46
3653,51.85,52.46,26.04
3654,65.43,58.02,11.57
3655,59.25,54.93,11.57
3656,67.9,57.4,20.25
3657,60.49,58.64,14.46
3658,55.55,53.7,17.36
3659,62.96,56.79,5.78
3660,50.61,52.46,2.89
3661,59.25,58.64,14.46
3662,59.25,59.87,11.57
3663,37.03,46.91,33.91
3664,53.08,56.79,47.68
3665,40.74,50.0,14.46
3666,56.79,53.7,11.57
3667,55.55,61.72,26.04
3668,64.19,53.7,14.46
3669,59.25,48.76,11.57
3670,46.91,49.38,8.68
3671,55.55,56.17,20.25
3672,65.43,57.4,33.1
3673,69.13,67.28,31.01
3674,54.32,55.55,14.46
3675,51.85,50.0,44.67
3676,41.97,49.38,26.04
3677,61.72,56.79,24.3
3678,50.61,55.55,31.01
3679,62.96,65.43,25.23
3680,49.38,53.7,8.68
3681,60.49,46.29,19.32
3682,44.44,50.0,19.32
3683,55.55,48.14,14.46
3684,45.67,45.67,35.87
3685,50.61,55.55,14.46
3686,65.43,53.7,26.15
3687,54.32,50.61,28.0
3688,70.37,53.08,14.46
3689,61.72,59.87,20.25
3690,61.72,58.64,30.09
3691,65.43,56.79,11.57
3692,48.14,50.0,20.25
3693,67.9,57.4,8.68
3694,49.38,45.67,32.06
3695,62.96,57.4,26.04
3696,65.43,54.93,26.27
3697,50.61,53.08,33.91
3698,65.43,59.87,20.25
3699,58.02,58.64,41.66
3700,62.96,53.7,25.23
3701,65.43,52.46,11.57
3702,60.49,58.64,37.73
3703,58.02,54.32,5.78
3704,62.96,53.7,29.05
3705,59.25,48.14,22.22
3706,75.3,61.11,29.05
3707,59.25,51.23,17.36
3708,51.85,53.08,29.05
3709,58.02,62.34,11.57
3710,67.9,60.49,11.57
3711,58.02,57.4,28.12
3712,56.79,58.64,25.23
3713,50.61,52.46,26.15
3714,65.43,57.4,11.57
3715,58.02,58.02,39.81
3716,61.72,56.79,24.18
3717,64.19,57.4,33.91
3718,64.19,62.96,11.57
3719,66.66,55.55,23.14
3720,46.91,50.61,17.36
3721,51.85,54.93,14.46
3722,65.43,60.49,8.68
3723,62.96,57.4,14.46
3724,50.61,54.32,29.05
3725,54.32,57.4,20.25
3726,64.19,47.53,11.57
3727,70.37,59.87,26.15
3728,67.9,58.02,17.36
3729,72.83,66.66,29.05
3730,55.55,60.49,8.68
3731,65.43,61.11,14.46
3732,51.85,47.53,30.9
3733,70.37,65.43,38.88
3734,46.91,53.08,20.25
3735,70.37,52.46,29.16
3736,55.55,56.79,26.04
3737,54.32,56.79,29.97
3738,48.14,48.14,17.36
3739,44.44,54.32,43.63
3740,65.43,66.04,17.47
3741,54.32,58.64,19.32
3742,59.25,51.85,11.57
3743,51.85,56.79,23.26
3744,49.38,57.4,39.69
3745,48.14,54.32,25.23
3746,56.79,54.32,11.57
3747,60.49,58.64,8.68
3748,56.79,53.7,28.93
3749,70.37,66.04,43.75
3750,58.02,50.0,37.73
3751,59.25,59.87,25.23
3752,55.55,56.79,20.25
3753,46.91,45.06,26.04
3754,55.55,59.87,17.36
3755,51.85,56.79,22.22
3756,56.79,53.7,26.15
3757,90.12,69.13,32.98
3758,53.08,48.76,39.69
3759,58.02,48.14,27.08
3760,56.79,52.46,26.15
3761,56.79,51.23,14.46
3762,56.79,53.08,17.36
3763,66.66,59.87,11.57
3764,62.96,48.14,11.57
3765,65.43,53.7,31.01
3766,65.43,59.87,16.43
3767,49.38,53.7,26.15
3768,59.25,53.08,2.89
3769,77.77,67.9,11.57
3770,62.96,55.55,23.14
3771,62.96,57.4,26.15
3772,53.08,52.46,23.14
3773,65.43,61.11,5.78
3774,56.79,52.46,11.57
3775,65.43,53.08,8.68
3776,55.55,51.85,10.64
3777,62.96,58.02,17.36
3778,49.38,56.17,8.68
3779,60.49,54.32,35.87
3780,60.49,54.93,11.57
3781,62.96,56.79,26.15
3782,55.55,53.7,20.25
3783,60.49,62.34,16.43
3784,72.83,62.96,7.75
3785,85.18,68.51,21.29
3786,39.5,56.17,33.79
3787,46.91,54.32,28.12
3788,60.49,61.72,32.87
3789,53.08,50.61,33.79
3790,48.14,56.17,19.44
3791,59.25,53.7,22.22
3792,51.85,51.85,19.32
3793,59.25,64.81,17.36
3794,70.37,50.0,14.46
3795,75.3,64.81,39.81
3796,50.61,54.93,8.68
3797,48.14,56.79,14.46
3798,53.08,48.76,11.57
3799,48.14,45.06,23.26
3800,44.44,53.7,16.43
3801,60.49,54.32,14.46
3802,43.2,46.91,8.68
3803,54.32,57.4,20.25
3804,46.91,50.61,19.32
3805,75.3,61.72,17.36
3806,54.32,53.7,5.78
3807,70.37,57.4,8.68
3808,70.37,61.72,17.36
3809,64.19,56.17,16.43
3810,58.02,50.0,28.93
3811,51.85,54.93,20.37
3812,51.85,55.55,20.25
3813,70.37,55.55,13.54
3814,46.91,56.17,17.36
3815,71.6,56.17,30.09
3816,53.08,57.4,11.57
3817,67.9,56.17,32.87
3818,56.79,53.08,25.23
3819,72.83,60.49,14.46
3820,50.61,50.0,8.68
3821,65.43,62.96,24.3
3822,48.14,47.53,42.7
3823,65.43,54.32,33.91
3824,51.85,53.08,25.23
3825,55.55,53.7,8.68
3826,49.38,48.76,29.16
3827,85.18,60.49,17.36
3828,55.55,52.46,16.43
3829,60.49,52.46,28.0
3830,55.55,56.17,20.25
3831,66.66,68.51,8.68
3832,65.43,59.25,31.94
3833,72.83,53.7,28.12
3834,58.02,56.17,29.05
3835,62.96,51.85,23.14
3836,60.49,50.0,26.04
3837,60.49,46.29,13.54
3838,60.49,63.58,5.78
3839,55.55,53.08,20.25
3840,64.19,58.02,20.37
3841,64.19,60.49,20.25
3842,67.9,56.17,22.22
3843,67.9,62.34,23.26
3844,54.32,50.0,35.87
3845,70.37,62.96,14.46
3846,53.08,59.87,29.05
3847,65.43,62.34,49.65
3848,55.55,53.08,14.46
3849,64.19,54.32,25.23
3850,46.91,56.17,25.11
3851,46.91,50.61,22.22
3852,59.25,51.23,14.46
3853,45.67,51.85,20.25
3854,50.61,45.67,11.57
3855,72.83,67.28,25.11
3856,65.43,56.79,14.46
3857,46.91,46.29,14.46
3858,56.79,53.08,14.46
3859,44.44,54.32,21.29
3860,50.61,56.17,16.43
3861,53.08,54.93,11.57
3862,55.55,61.72,20.25
3863,62.96,58.64,29.05
3864,44.44,51.85,23.26
3865,56.79,54.93,11.57
3866,49.38,58.02,8.68
3867,72.83,58.64,14.46
3868,49.38,50.0,20.25
3869,67.9,66.04,29.05
3870,65.43,56.17,34.83
3871,60.49,59.25,33.91
3872,62.96,51.23,25.11
3873,64.19,55.55,39.93
3874,65.43,54.32,14.46
3875,70.37,66.66,33.91
3876,62.96,62.34,20.37
3877,55.55,53.08,14.46
3878,56.79,51.85,13.54
3879,59.25,54.93,34.83
3880,51.85,50.0,11.57
3881,49.38,46.29,28.12
3882,49.38,52.46,19.32
3883,54.32,51.23,23.14
3884,67.9,58.02,14.46
3885,67.9,54.93,22.33
3886,50.61,54.32,23.14
3887,65.43,55.55,5.78
3888,53.08,51.85,23.14
3889,56.79,54.93,28.93
3890,51.85,56.17,2.89
3891,46.91,59.87,13.54
3892,55.55,54.93,10.64
3893,58.02,55.55,8.68
3894,64.19,64.19,35.87
3895,56.79,54.93,13.54
3896,62.96,59.25,31.82
3897,59.25,54.93,28.93
3898,60.49,58.02,28.0
3899,65.43,55.55,11.57
3900,50.61,59.87,19.32
3901,50.61,51.85,17.36
3902,75.3,62.96,8.68
3903,49.38,53.08,28.0
3904,51.85,51.85,26.15
3905,62.96,58.64,32.87
3906,53.08,56.79,14.46
3907,55.55,53.08,31.94
3908,67.9,62.96,11.57
3909,51.85,59.25,16.43
3910,67.9,64.19,27.19
3911,65.43,61.72,24.3
3912,54.32,59.87,19.32
3913,71.6,50.61,17.36
3914,49.38,47.53,14.46
3915,62.96,54.93,42.59
3916,62.96,49.38,5.78
3917,75.3,67.28,17.36
3918,67.9,56.79,23.14
3919,69.13,53.7,31.13
3920,45.67,51.85,23.14
3921,65.43,62.34,8.68
3922,54.32,50.0,25.23
3923,44.44,45.06,29.05
3924,53.08,56.79,17.36
3925,58.02,60.49,36.8
3926,48.14,56.17,42.7
3927,64.19,57.4,25.23
3928,62.96,58.64,26.04
3929,48.14,59.25,11.57
3930,55.55,45.06,17.36
3931,62.96,54.32,20.37
3932,71.6,62.96,23.14
3933,60.49,50.61,14.46
3934,58.02,53.08,19.32
3935,65.43,59.87,11.57
3936,70.37,54.93,14.46
3937,59.25,45.06,33.91
3938,50.61,50.61,20.25
3939,51.85,55.55,36.92
3940,60.49,51.85,14.46
3941,67.9,63.58,28.0
3942,62.96,53.08,17.36
3943,50.61,57.4,14.46
3944,58.02,58.64,8.68
3945,53.08,53.7,14.46
3946,51.85,56.17,21.29
3947,80.24,67.28,23.14
3948,39.5,45.06,37.84
3949,62.96,62.34,20.37
3950,58.02,55.55,40.74
3951,58.02,59.87,20.37
3952,70.37,56.17,26.04
3953,65.43,46.29,25.11
3954,46.91,49.38,10.64
3955,53.08,53.7,29.05
3956,49.38,53.08,19.32
3957,56.79,47.53,23.14
3958,67.9,64.19,5.78
3959,54.32,49.38,25.23
3960,45.67,50.61,34.83
3961,49.38,53.08,26.15
3962,55.55,48.14,8.68
3963,58.02,54.32,19.32
3964,60.49,54.93,10.64
3965,43.2,47.53,25.23
3966,65.43,59.87,30.9
3967,67.9,61.11,25.23
3968,58.02,55.55,22.33
3969,46.91,49.38,22.33
3970,48.14,58.02,29.05
3971,56.79,56.17,37.84
3972,50.61,59.25,20.25
3973,72.83,56.17,44.67
3974,56.79,61.11,31.01
3975,61.72,58.02,8.68
3976,65.43,61.11,17.36
3977,66.66,60.49,30.9
3978,48.14,50.61,14.46
3979,65.43,58.64,11.57
3980,56.79,54.93,29.05
3981,66.66,52.46,17.36
3982,58.02,52.46,10.64
3983,61.72,59.87,8.68
3984,58.02,53.08,5.78
3985,61.72,59.25,28.0
3986,65.43,58.02,29.05
3987,53.08,50.61,17.36
3988,51.85,58.02,14.46
3989,75.3,61.11,17.36
3990,38.27,50.0,27.08
3991,56.79,51.23,28.0
3992,62.96,58.64,22.22
3993,46.91,53.7,22.22
3994,62.96,64.81,26.15
3995,45.67,49.38,11.57
3996,54.32,56.79,14.46
3997,56.79,54.32,17.36
3998,45.67,54.32,19.32
3999,54.32,54.32,23.14
4000,56.79,58.02,28.12
4001,49.38,51.23,8.68
4002,38.27,47.53,25.23
4003,43.2,54.32,30.09
4004,56.79,47.53,38.88
4005,48.14,50.0,27.08
4006,70.37,61.11,20.25
4007,60.49,57.4,17.36
4008,49.38,53.08,23.26
4009,72.83,58.02,27.19
4010,56.79,56.79,8.68
4011,64.19,56.79,17.36
4012,46.91,56.79,11.57
4013,55.55,56.17,19.32
4014,59.25,60.49,23.14
4015,54.32,43.82,11.57
4016,62.96,59.87,26.15
4017,65.43,55.55,8.68
4018,62.96,58.64,11.57
4019,56.79,63.58,26.04
4020,51.85,59.25,20.25
4021,65.43,54.32,5.78
4022,61.72,62.96,28.93
4023,58.02,52.46,28.12
4024,60.49,58.64,13.54
4025,62.96,63.58,22.33
4026,59.25,52.46,23.26
4027,48.14,43.82,31.94
4028,65.43,62.34,20.25
4029,50.61,59.25,5.78
4030,53.08,51.85,29.05
4031,55.55,52.46,14.46
4032,44.44,54.32,8.68
4033,54.32,59.87,22.22
4034,59.25,58.02,11.57
4035,48.14,53.7,11.57
4036,46.91,49.38,22.22
4037,53.08,49.38,22.22
4038,62.96,58.02,23.14
4039,56.79,51.85,25.11
4040,51.85,46.29,20.25
4041,62.96,51.23,28.93
4042,55.55,45.67,25.11
4043,45.67,48.76,5.78
4044,48.14,51.85,30.9
4045,45.67,50.0,28.0
4046,65.43,63.58,22.22
4047,48.14,56.79,8.68
4048,40.74,51.85,24.18
4049,49.38,51.85,14.46
4050,60.49,53.7,31.01
4051,40.74,43.82,17.36
4052,53.08,56.79,26.04
4053,51.85,53.08,20.25
4054,51.85,55.55,11.57
4055,56.79,53.7,14.46
4056,62.96,65.43,16.43
4057,58.02,52.46,14.46
4058,58.02,52.46,14.46
4059,66.66,61.72,11.57
4060,70.37,59.25,14.46
4061,55.55,59.25,14.46
4062,62.96,63.58,14.46
4063,40.74,47.53,14.46
4064,59.25,59.25,31.94
4065,58.02,57.4,20.25
4066,48.14,51.85,28.12
4067,61.72,53.08,21.41
4068,44.44,52.46,20.37
4069,53.08,56.79,5.78
4070,55.55,51.85,14.46
4071,49.38,53.7,22.22
4072,60.49,65.43,29.05
4073,54.32,56.17,23.26
4074,60.49,58.64,31.01
